permno,ticker,company_name,date,open_price,high_price,low_price,close_price,close_ratio
21573,IP,INTERNATIONAL PAPER CO,2015-03-01,56.32,57.01,53.68,55.49,0.9836908349583408
21776,EXC,EXELON CORP,2015-03-01,33.86,34.02,31.71,33.61,0.9908608490566038
21936,PFE,PFIZER INC,2015-03-01,34.06,35.45,33.63,34.79,1.0136946386946386
22293,GLW,CORNING INC,2015-03-01,24.32,24.89,22.25,22.68,0.9295081967213115
22509,PPG,P P G INDUSTRIES INC,2015-03-01,236.89,237.89999,220.05,225.53999,0.9581952162460702
22592,MMM,3M CO,2015-03-01,168.16,170.5,161.21001,164.95,0.9780611312221246
22752,MRK,MERCK & CO INC NEW,2015-03-01,58.29,59.71,55.64,57.48,0.981892722924496
22779,MSI,MOTOROLA SOLUTIONS INC,2015-03-01,68.0,69.155,64.18,66.67,0.9813070356196644
23026,FE,FIRSTENERGY CORP,2015-03-01,35.2,36.57,33.82,35.06,1.0022870211549457
23712,PEG,PUBLIC SERVICE ENTERPRISE GP INC,2015-03-01,42.0,42.64,39.53,41.92,0.9966714217784118
23819,HAL,HALLIBURTON CO,2015-03-01,42.56,44.43,39.27,43.88,1.0218910107126222
23931,XEL,X C E L ENERGY INC,2015-03-01,35.25,35.39,33.41,34.81,0.9866780045351474
24010,ETR,ENTERGY CORP NEW,2015-03-01,79.18,79.39,73.88,77.49,0.9745943906426865
24109,AEP,AMERICAN ELECTRIC POWER CO INC,2015-03-01,57.39,58.28,54.66,56.25,0.9769017019798542
24643,AA,ALCOA INC,2015-03-01,14.84,15.32,12.65,12.92,0.8735632183908046
25320,CPB,CAMPBELL SOUP CO,2015-03-01,46.54,47.02,44.45,46.55,0.9991414466623739
25785,F,FORD MOTOR CO DEL,2015-03-01,16.41,16.74,15.69,16.14,0.9877600979192166
10145,HON,HONEYWELL INTERNATIONAL INC,2015-04-01,104.05,105.06,100.69,100.92,0.9675007190106414
11308,KO,COCA COLA CO,2015-04-01,40.79,41.61,40.104,40.56,1.0002466091245377
11404,ED,CONSOLIDATED EDISON INC,2015-04-01,60.97,63.03,59.91,61.55,1.009016393442623
11674,DTE,D T E ENERGY CO,2015-04-01,80.62,84.27,79.19,79.63,0.9868633040029744
11762,ETN,EATON CORP PLC,2015-04-01,67.95,70.38,66.95,68.73,1.0116279069767442
11850,XOM,EXXON MOBIL CORP,2015-04-01,85.7,88.67,83.81,87.37,1.0278823529411765
12052,GD,GENERAL DYNAMICS CORP,2015-04-01,135.07001,140.19,130.91,137.32001,1.0117145067413247
12060,GE,GENERAL ELECTRIC CO,2015-04-01,24.72,28.68,24.57,27.08,1.0914953647722692
12490,IBM,INTERNATIONAL BUSINESS MACHS COR,2015-04-01,160.23,175.13029,158.39,171.28999,1.067227352024922
13856,PEP,PEPSICO INC,2015-04-01,95.16,97.64,93.255,95.12,0.9947709684166492
13901,MO,ALTRIA GROUP INC,2015-04-01,50.16,52.99,49.55,50.05,1.0005997600959615
13928,COP,CONOCOPHILLIPS,2015-04-01,62.71,69.72,62.57,67.92,1.0909090909090908
14541,CVX,CHEVRON CORP NEW,2015-04-01,105.77,112.2,104.08,111.06,1.0579157934844732
15579,TXN,TEXAS INSTRUMENTS INC,2015-04-01,57.05,58.87,53.92,54.21,0.9479758677974993
15720,EIX,EDISON INTERNATIONAL,2015-04-01,62.43,64.55,59.78,60.94,0.9755082439570995
16600,HSY,HERSHEY CO,2015-04-01,100.14,102.56,91.13,91.92,0.9109107125161034
16678,KR,KROGER CO,2015-04-01,76.73,77.56,68.16,68.91,0.8989042525436994
17005,CVS,C V S HEALTH CORP,2015-04-01,102.66,104.45,99.01,99.29,0.9620191841875787
17478,MHFI,MCGRAW HILL FINANCIAL INC,2015-04-01,103.16,107.9,101.57,104.3,1.0087040618955514
17750,KMB,KIMBERLY CLARK CORP,2015-04-01,106.69,113.445,105.5,109.69,1.0240873867986182
17830,UTX,UNITED TECHNOLOGIES CORP,2015-04-01,117.37,119.0,113.29,113.75,0.9705631399317406
18163,PG,PROCTER & GAMBLE CO,2015-04-01,82.44,84.2,79.07,79.51,0.970344154259214
18411,SO,SOUTHERN CO,2015-04-01,44.35,45.44,43.8,44.3,1.0004516711833784
18542,CAT,CATERPILLAR INC,2015-04-01,80.03,87.92,79.39,86.88,1.0855929026615019
18729,CL,COLGATE PALMOLIVE CO,2015-04-01,69.34,70.435,66.78,67.28,0.9702913181424863
19350,DE,DEERE & CO,2015-04-01,87.76,91.0,87.385,90.52,1.032272779108222
19393,BMY,BRISTOL MYERS SQUIBB CO,2015-04-01,64.2,67.53,62.66,63.73,0.988062015503876
19561,BA,BOEING CO,2015-04-01,149.97,155.5,142.75,143.34,0.955090618336887
20482,ABT,ABBOTT LABORATORIES,2015-04-01,46.33,48.62,45.545,46.42,1.0019425857975395
21573,IP,INTERNATIONAL PAPER CO,2015-04-01,55.2,56.49,52.33,53.72,0.9681023607857272
21776,EXC,EXELON CORP,2015-04-01,32.62,34.35,32.3,34.02,1.0121987503719132
21936,PFE,PFIZER INC,2015-04-01,34.84,35.53,33.71,33.93,0.9752802529462489
22293,GLW,CORNING INC,2015-04-01,22.62,22.98,20.7,20.93,0.9228395061728395
22509,PPG,P P G INDUSTRIES INC,2015-04-01,225.35001,233.11,218.60001,221.56,0.9823535063560125
22592,MMM,3M CO,2015-04-01,164.28999,167.7,156.00999,156.39,0.948105486511064
22752,MRK,MERCK & CO INC NEW,2015-04-01,57.26,60.48,56.22,59.56,1.036186499652053
22779,MSI,MOTOROLA SOLUTIONS INC,2015-04-01,66.66,67.46,59.32,59.75,0.896205189740513
23026,FE,FIRSTENERGY CORP,2015-04-01,34.69,36.59,34.07,35.91,1.0242441528807757
23712,PEG,PUBLIC SERVICE ENTERPRISE GP INC,2015-04-01,41.25,42.81,40.6,41.54,0.9909351145038168
23819,HAL,HALLIBURTON CO,2015-04-01,44.29,49.7,43.49,48.95,1.115542388331814
23931,XEL,X C E L ENERGY INC,2015-04-01,34.62,35.349,33.51,33.91,0.9741453605285837
24010,ETR,ENTERGY CORP NEW,2015-04-01,77.31,79.84,76.25,77.18,0.9959994838043619
24109,AEP,AMERICAN ELECTRIC POWER CO INC,2015-04-01,56.22,58.35,55.38,56.87,1.0110222222222223
24643,AA,ALCOA INC,2015-04-01,12.91,13.795,12.79,13.42,1.0386996904024768
25320,CPB,CAMPBELL SOUP CO,2015-04-01,46.52,47.09,44.6,44.71,0.9604726100966703
25785,F,FORD MOTOR CO DEL,2015-04-01,16.16,16.16,15.7,15.8,0.9789343246592317
10145,HON,HONEYWELL INTERNATIONAL INC,2015-05-01,101.56,107.1,100.15,104.2,1.0325009908838685
11308,KO,COCA COLA CO,2015-05-01,40.58,41.69,40.39,40.96,1.009861932938856
11404,ED,CONSOLIDATED EDISON INC,2015-05-01,61.52,62.5399,60.03,61.84,1.0047116165718928
11674,DTE,D T E ENERGY CO,2015-05-01,79.82,81.29,76.78,79.23,0.9949767675499184
11762,ETN,EATON CORP PLC,2015-05-01,69.27,73.82,68.95,71.59,1.0416121053397351
11850,XOM,EXXON MOBIL CORP,2015-05-01,87.85,90.09,84.77,85.2,0.9751630994620579
12052,GD,GENERAL DYNAMICS CORP,2015-05-01,137.82001,141.96001,137.06,140.16,1.0206815452460278
12060,GE,GENERAL ELECTRIC CO,2015-05-01,27.09,27.79,26.61,27.27,1.007016248153619
12490,IBM,INTERNATIONAL BUSINESS MACHS COR,2015-05-01,173.2,176.3,168.84,169.64999,0.9904255934628754
13856,PEP,PEPSICO INC,2015-05-01,95.16,98.44,94.76,96.43,1.0137720773759462
13901,MO,ALTRIA GROUP INC,2015-05-01,50.12,52.88,50.11,51.2,1.022977022977023
13928,COP,CONOCOPHILLIPS,2015-05-01,67.74,68.36,63.11,63.68,0.9375736160188457
14541,CVX,CHEVRON CORP NEW,2015-05-01,110.28,110.8,102.38,103.0,0.927426616243472
15579,TXN,TEXAS INSTRUMENTS INC,2015-05-01,54.71,56.4,53.34,55.92,1.0315439955727725
15720,EIX,EDISON INTERNATIONAL,2015-05-01,61.02,62.31,58.57,60.81,0.9978667541844437
16600,HSY,HERSHEY CO,2015-05-01,92.31,96.4,92.31,92.86,1.0102262837249782
16678,KR,KROGER CO,2015-05-01,69.05,74.62,68.095,72.8,1.0564504426062982
17005,CVS,C V S HEALTH CORP,2015-05-01,100.93,104.93,97.87,102.38,1.0311209588075334
17478,MHFI,MCGRAW HILL FINANCIAL INC,2015-05-01,104.98,108.14,103.35,103.75,0.9947267497603068
17750,KMB,KIMBERLY CLARK CORP,2015-05-01,109.72,112.9299,108.73,108.86,0.9924332208952502
17830,UTX,UNITED TECHNOLOGIES CORP,2015-05-01,114.59,119.66,114.27,117.17,1.0300659340659342
18163,PG,PROCTER & GAMBLE CO,2015-05-01,79.76,81.21,78.19,78.39,0.9859137215444598
18411,SO,SOUTHERN CO,2015-05-01,44.24,45.33,42.73,43.69,0.9862302483069978
18542,CAT,CATERPILLAR INC,2015-05-01,87.69,89.62,85.11,85.32,0.9820441988950276
18729,CL,COLGATE PALMOLIVE CO,2015-05-01,67.28,69.28,66.74,66.79,0.992717003567182
19350,DE,DEERE & CO,2015-05-01,91.0,94.88,88.13,93.68,1.034909412284578
19393,BMY,BRISTOL MYERS SQUIBB CO,2015-05-01,64.28,69.86,63.16,64.6,1.0136513415973638
